,overall,relevant,irrelevant
1,0.6086480946245983,0.6589287781637018,0.46840442338072663
2,0.8370457657139303,0.9348563514152097,0.5624946255580205
3,0.9289423763073067,1.0306367344974612,0.6429543956729631
4,0.9921523979204171,1.0982827177319392,0.691905444624012
5,1.0372596338120703,1.1520061416121699,0.7070569597755272
6,1.0639295315240802,1.1759544113681553,0.7440939968125642
7,1.085366156824334,1.2026176779147042,0.7440939968125642
8,1.1351154845008768,1.2173190402969432,0.9440939968125641
9,1.1720975894447652,1.251923748763871,0.9917130444316118
10,1.1842659973484673,1.2667145205259267,0.9917130444316118
